BookData_needsupdating,"Type (1cancer, 2mental, 3addiction, 4infectious, 5contested)_needsupdating",Disambiguate,Capitalization_Sensitive,Round,Acronym_periods,StigmaWord_PulledOut_needsupdating,Reconciled_Name,Name2,DisambiguatedSynset_Keep,PlottingGroup,Plot,Exclude_disease_from_cleaning_(result_from_folding),Replaced_in_wvmodels_by_weighted_average,Plot_before_folding_in_certain_adj_forms,DiseaseorExtra,Notes,MoreNotes
1,,,,2,,,MigraineHeadache,Migraine,,neurological,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
1,,,,2,,,MigraineHeadache,Migraines,,neurological,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
1,,1,,6,,,MigraineHeadache,Headaches,Synset('headache.n.02'),neurological,Yes,,,Yes,Disease,"may need to disambiguate headache?? Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
1,,1,,6,,,MigraineHeadache,Headache,Synset('headache.n.02'),neurological,Yes,,,Yes,Disease,"may need to disambiguate headache?? Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
0,5,,,1,,,Morgellons_disease,morgellons syndrome,,contested,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
0,5,,,1,,,Morgellons_disease,morgellons disease,,contested,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
,,,,1,,,MSgang13,M.S.-13,,,No,,,No,Extra,"to distinguish ""MS"" from ""MS-13""",
,,,,1,,,MSgang13,MS-13,,,No,,,No,Extra,"to distinguish ""MS"" from ""MS-13""",
,,,,1,,,MSgang13,MS 13,,,No,,,No,Extra,"to distinguish ""MS"" from ""MS-13""",
,,,,1,,,MSgang13,M.S. 13,,,No,,,No,Extra,"to distinguish ""MS"" from ""MS-13""",
0,5,,,1,,,Multiple_chemical_sensitivity,multiple chemical sensitivities,,contested,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
0,5,,,1,,,Multiple_chemical_sensitivity,multiple chemical sensitivity,,contested,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
0,5,,,1,,,Multiple_chemical_sensitivity,idiopathic enviornmental intolerance,,contested,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
0,5,,,1,,,Multiple_chemical_sensitivity,idiopathic enviornmental intolerances,,contested,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
0,5,,,1,,,Multiple_chemical_sensitivity,total allergy syndrome,,contested,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
0,5,,,1,,,Multiple_chemical_sensitivity,total allergy syndromes,,contested,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
1,,,,1,,,Multiple_sclerosis,Multiple sclerosis,,neurological,Yes,,,Yes,Disease,,
1,,1,1,6,,,Multiple_sclerosis,MS,Synset('multiple_sclerosis.n.01'),neurological,Yes,,,Yes,Disease,"MS: context sensitive, even if uppercase distinguished (distinguist from ""MS Masters Degree, or Ms.""). Also, I noted in the data that ms-13 is a gang discussed, and since disambiguation doesn't always work it is sometimes replaced as ""multiple_sclerosis-13"" so I added a intentional disambiguation of MS-13",
1,,1,1,6,1,,Multiple_sclerosis,M.S.,Synset('multiple_sclerosis.n.01'),neurological,Yes,,,Yes,Disease,"MS: context sensitive, even if uppercase distinguished (distinguist from ""MS Masters Degree, or Ms.""). Also, I noted in the data that ms-13 is a gang discussed, and since disambiguation doesn't always work it is sometimes replaced as ""multiple_sclerosis-13"" so I added a intentional disambiguation of MS-13",
1,,,,1,,,Muscular_dystrophy,myotonic dystrophy,,neurological,Yes,,,Yes,Disease,,
1,,,,1,,,Muscular_dystrophy,Steinert's disease,,neurological,Yes,,,Yes,Disease,,
1,,,,1,,,Muscular_dystrophy,Muscular dystrophy,,neurological,Yes,,,Yes,Disease,,
1,,,,1,,,Myasthenia_gravis,Myasthenia gravis,,neurological,Yes,,,Yes,Disease,,
1,1,,,1,,,Myeloma,multiple myeloma,,cancers,Yes,,,Yes,Disease,,
1,,,,1,,,Neurofibromatosis,Recklinghausen Disease,,genetic,Yes,,,Yes,Disease,,
1,,,,1,,,Neurofibromatosis,Recklinghausens Disease,,genetic,Yes,,,Yes,Disease,,
1,,,,1,,,Neurofibromatosis,Recklinghausen's Disease,,genetic,Yes,,,Yes,Disease,,
1,,,,1,,,Neurofibromatosis,Neurofibromatosis,,genetic,Yes,,,Yes,Disease,,
1,,,,1,,,Niemann_Pick_disease,Niemann-Pick disease,,genetic,Yes,,,Yes,Disease,,
0,,,,1,,,nonalcoholic,non-alcoholic,,,No,,,No,Extra,"to make sure non alcohlic [drink] not included in  ""alcohlic""",
0,,,,1,,,nonalcoholic,non alcoholic,,,No,,,No,Extra,"to make sure non alcohlic [drink] not included in  ""alcohlic""",
0,,,,1,,,Obese,Class 3 Obese,,behavioral,No,,Yes: Obesity_folded,No,Disease,,
0,,,,1,,,Obese,Class III Obese,,behavioral,No,,Yes: Obesity_folded,No,Disease,,
0,,,,1,,,Obese,Class 2 Obese,,behavioral,No,,Yes: Obesity_folded,No,Disease,,
0,,,,1,,,Obese,Class II Obese,,behavioral,No,,Yes: Obesity_folded,No,Disease,,
0,,,,1,,,Obese,Class 1 Obese,,behavioral,No,,Yes: Obesity_folded,No,Disease,,
0,,,,1,,,Obese,Class I Obese,,behavioral,No,,Yes: Obesity_folded,No,Disease,,
0,,,,1,,,Obese,morbidly obese,,behavioral,No,,Yes: Obesity_folded,No,Disease,,
0,,,,1,,,Obese,moderately obese,,behavioral,No,,Yes: Obesity_folded,No,Disease,,
0,,,,1,,,Obese,severely obese,,behavioral,No,,Yes: Obesity_folded,No,Disease,we decided not to include overweight,
0,,,,1,,,Obesity,morbid obesity,,behavioral,No,,Yes: Obesity_folded,Yes,Disease,,
0,,,,1,,,Obesity,moderate obesity,,behavioral,No,,Yes: Obesity_folded,Yes,Disease,,
0,,,,1,,,Obesity,severe obesity,,behavioral,No,,Yes: Obesity_folded,Yes,Disease,,
0,2,,1,1,1,,Obsessive_compulsive_disorder,O.C.D.,,mental,Yes,,,Yes,Disease,,
0,2,,1,1,,,Obsessive_compulsive_disorder,OCD,,mental,Yes,,,Yes,Disease,,
0,2,,,1,,,Obsessive_compulsive_disorder,Obsessive compulsive disorder,,mental,Yes,,,Yes,Disease,,
0,2,,,1,,,Obsessive_compulsive_disorder,Obsessive-compulsive disorder,,mental,Yes,,,Yes,Disease,,
1,,,,1,,,Osteogenesis_imperfecta,brittle bone disease,,genetic,Yes,,,Yes,Disease,,
1,,,,1,,,Osteogenesis_imperfecta,Osteogenesis imperfecta,,genetic,Yes,,,Yes,Disease,,
1,,,,1,,,Osteoporosis,Osteoporosis,,musculoskeletal,Yes,,,Yes,Disease,,
1,1,,,1,,,Ovarian_cancer,ovary cancer,,cancers,Yes,,,Yes,Disease,"ovary, ovaries",
1,1,,,1,,,Ovarian_cancer,Ovarian cancer,,cancers,Yes,,,Yes,Disease,,
1,1,,,1,,,Ovarian_cancer,ovary-cancer,,cancers,Yes,,,Yes,Disease,"ovary, ovaries",
1,1,,,1,,,Ovarian_cancer,Ovarian-cancer,,cancers,Yes,,,Yes,Disease,,
1,1,,,1,,,Ovarian_cancer,cancer of the ovaries,,cancers,Yes,,,Yes,Disease,,
1,1,,,1,,,Ovarian_cancer,cancer of the ovary,,cancers,Yes,,,Yes,Disease,,
1,1,,,1,,,Ovarian_cancer,cancer of ovary,,cancers,Yes,,,Yes,Disease,,
1,1,,,1,,,Ovarian_cancer,neoplasm of ovary,,cancers,Yes,,,Yes,Disease,,
1,1,,,1,,,Ovarian_cancer,carcinoma of the ovary,,cancers,Yes,,,Yes,Disease,,
1,,,,1,,,Pagets_disease,osteitis deformans,,musculoskeletal,Yes,,,Yes,Disease,,
1,,,,1,,,Pagets_disease,Pagets disease,,musculoskeletal,Yes,,,Yes,Disease,,
1,,,,1,,,Pagets_disease,Paget's disease,,musculoskeletal,Yes,,,Yes,Disease,,
1,1,,,1,,,Pancreatic_cancer,cancer of pancreas,,cancers,Yes,,,Yes,Disease,,
1,1,,,1,,,Pancreatic_cancer,Pancreatic cancer,,cancers,Yes,,,Yes,Disease,,
1,1,,,1,,,Pancreatic_cancer,Pancreatic-cancer,,cancers,Yes,,,Yes,Disease,,
1,1,,,1,,,Pancreatic_cancer,neoplasm of pancreas,,cancers,Yes,,,Yes,Disease,,
1,1,,,1,,,Pancreatic_cancer,pancreatic tumor,,cancers,Yes,,,Yes,Disease,,
1,,,,1,,,Parkinsons,parkinsons disease,,neurological,Yes,,,Yes,Disease,"not doing parkinson (not correct, but also may be a common last name)",
1,,,,1,,,Parkinsons,parkinson disease,,neurological,Yes,,,Yes,Disease,,
1,,,,1,,,Parkinsons,parkinsons diseases,,neurological,Yes,,,Yes,Disease,,
1,,,,1,,,Parkinsons,Parkinson's disease,,neurological,Yes,,,Yes,Disease,,
1,,,,1,,,Parkinsons,Parkinson's diseases,,neurological,Yes,,,Yes,Disease,,
1,,,,1,,,Parkinsons,paralysis agitans,,neurological,Yes,,,Yes,Disease,,
1,,,,1,,,Parkinsons,parkinsonism,,neurological,Yes,,,Yes,Disease,,
1,,,,1,,,Parkinsons,hypokinetic rigid syndrome,,neurological,Yes,,,Yes,Disease,,
1,,,,2,,,Parkinsons,parkinson's,,neurological,Yes,,,Yes,Disease,"may be a last name, but less likely to be used than ""parkinson"" alone. ",
1,,,,1,,,Pelvic_inflammatory_disease,inflammatory diseases of female pelvic organs,,infectious,Yes,,,Yes,Disease,,
1,,,,1,,,Pelvic_inflammatory_disease,Pelvic inflammatory disease,,infectious,Yes,,,Yes,Disease,,
1,,,,1,,,Pelvic_inflammatory_disease,pelvic inflammatory disorder,,infectious,Yes,,,Yes,Disease,,
1,,,,1,,,Peptic_ulcer,gastric ulcer,,other,Yes,,,Yes,Disease,"consider adding just ulcer, but may be too broad",
1,,,,1,,,Peptic_ulcer,duodenal ulcer,,other,Yes,,,Yes,Disease,,
1,,,,1,,,Peptic_ulcer,Peptic ulcer,,other,Yes,,,Yes,Disease,,
1,,,,1,,,Phenylketonuria,PKU,,genetic,Yes,,,Yes,Disease,,
1,,,,1,1,,Phenylketonuria,P.K.U.,,genetic,Yes,,,Yes,Disease,,
1,,,,1,,,Phenylketonuria,folling disease,,genetic,Yes,,,Yes,Disease,,
1,,,,1,,,Phenylketonuria,Phenylketonuria,,genetic,Yes,,,Yes,Disease,,
1,,,,1,,,Phenylketonuria,follings disease,,genetic,Yes,,,Yes,Disease,,
1,,,,1,,,Phenylketonuria,folling's disease,,genetic,Yes,,,Yes,Disease,,
1,,,,1,,,Phenylketonuria,P.A.H. deficiency,,genetic,Yes,,,Yes,Disease,,
1,,,,1,,,Phenylketonuria,PAH deficiency,,genetic,Yes,,,Yes,Disease,,
1,,,,1,,,Phenylketonuria,Phenylalanine Hydroxylase Deficiency Disease,,genetic,Yes,,,Yes,Disease,,
1,4,,,1,,,Pneumonia,pneumonitis,,infectious,Yes,,,Yes,Disease,,
1,4,,,1,,,Pneumonia,bronchopneumonia,,infectious,Yes,,,Yes,Disease,,
1,,,,1,,,Prader_Willi_syndrome,Prader-Willi syndrome,,genetic,Yes,,,Yes,Disease,do before prader willi syndrome,
1,,,,2,,,Prader_Willi_syndrome,Prader Willi,,genetic,Yes,,,Yes,Disease,,
1,,,,2,,,Prader_Willi_syndrome,Prader-Labhart-Willi,,genetic,Yes,,,Yes,Disease,,
1,,,,2,,,Prader_Willi_syndrome,Prader-Willi,,genetic,Yes,,,Yes,Disease,,
1,1,,,1,,,Prostate_cancer,cancer of prostate,,cancers,Yes,,,Yes,Disease,,
1,1,,,1,,,Prostate_cancer,Prostate cancer,,cancers,Yes,,,Yes,Disease,,
1,1,,,1,,,Prostate_cancer,neoplasm of prostate,,cancers,Yes,,,Yes,Disease,,
1,1,,,1,,,Prostate_cancer,carcinoma of prostate,,cancers,Yes,,,Yes,Disease,,
1,,,,1,,,Psoriasis,Psoriasis,,autoimmune,Yes,,,Yes,Disease,,
0,2,,,1,,,PTSD,posttraumatic stress disorder,,mental,Yes,,,Yes,Disease,"do before post-traumatic stress. Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
0,2,,,1,,,PTSD,post-traumatic stress disorder,,mental,Yes,,,Yes,Disease,"do before post-traumatic stress. Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
0,2,,,1,,,PTSD,post-traumatic stress disorders,,mental,Yes,,,Yes,Disease,"do before post-traumatic stress. Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
0,2,,,1,,,PTSD,posttraumatic stress disorders,,mental,Yes,,,Yes,Disease,"do before post-traumatic stress. Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
0,2,,,1,,,PTSD,post traumatic stress disorder,,mental,Yes,,,Yes,Disease,"do before post-traumatic stress. Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
0,2,,,1,,,PTSD,post traumatic stress disorders,,mental,Yes,,,Yes,Disease,"do before post-traumatic stress. Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
0,2,,,1,1,,PTSD,P.T.S.D.,,mental,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
0,2,,,1,,,PTSD,post-vietnam syndrome,,mental,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
0,2,,,1,,,PTSD,post vietnam syndrome,,mental,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
0,2,,,1,,,PTSD,shell shock,,mental,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
0,2,,,1,,,PTSD,battle fatigue,,mental,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
0,2,,,1,,,PTSD,gross stress reaction,,mental,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
0,2,,,1,,,PTSD,rape trauma syndrome,,mental,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
0,2,,,2,,,PTSD,post-traumatic stress,,mental,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
0,2,,,2,,,PTSD,posttraumatic stress,,mental,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
0,2,,,2,,,PTSD,post traumatic stress,,mental,Yes,,,Yes,Disease,"Contested, but most of contested diseases not in vocab so we just combined into ""Other""",
0,2,,,1,,,Restless_leg_syndrome,restless leg syndrome,,other,Yes,,,Yes,Disease,could be interesting to include for looking at pharma influence,
1,,,,1,,,Rett_syndrome,Rett syndrome,,genetic,Yes,,,Yes,Disease,,
1,,,,1,,,Reye_syndrome,reye syndrome,,other,Yes,,,Yes,Disease,,
1,,,,1,,,Reye_syndrome,reyes syndrome,,other,Yes,,,Yes,Disease,,
1,,,,1,,,Reye_syndrome,Reye's syndrome,,other,Yes,,,Yes,Disease,,
1,2,,,1,,,Schizophrenia,Schizophrenia,,mental,Yes,,,Yes,Disease,,
1,2,,,1,,,Schizophrenia,delusional disorder,,mental,Yes,,,Yes,Disease,,
1,2,,,1,,,Schizophrenia,delusional disorders,,mental,Yes,,,Yes,Disease,,
1,2,,,1,,,Schizophrenia,dementia praecox,,mental,Yes,,,Yes,Disease,,
1,2,,,1,,,Schizophrenia,schizotypal disorder,,mental,Yes,,,Yes,Disease,,
1,2,,,1,,1,Schizophrenia,Schizophrenics,,mental,Yes,,,Yes,Disease,"not differntiating adj and noun here, since we're trying to capture both",
1,2,,,1,,1,Schizophrenia,Schizophrenic,,mental,Yes,,,Yes,Disease,"not differntiating adj and noun here, since we're trying to capture both",
1,,,,1,,,Scleroderma,systemic sclerosis,,autoimmune,Yes,,,Yes,Disease,,
1,,,,1,,,Scleroderma,Scleroderma,,autoimmune,Yes,,,Yes,Disease,,
1,,,,1,,,Scoliosis,Scoliosis,,musculoskeletal,Yes,,,Yes,Disease,,
1,4,,,1,,,Septicemia,blood poisoning,,infectious,Yes,,,Yes,Disease,,
1,4,,,1,,,Septicemia,sepsis,,infectious,Yes,,,Yes,Disease,,
1,4,,,1,,,Septicemia,bacteremia,,infectious,Yes,,,Yes,Disease,,
1,,,,1,,,Sickle_cell_anemia,Sickle cell disease,,genetic,Yes,,,Yes,Disease,,
1,,,,1,,,Sickle_cell_anemia,Sickle cell anemia,,genetic,Yes,,,Yes,Disease,,
1,,,,1,,,Sickle_cell_anemia,sickle cell anaemia,,genetic,Yes,,,Yes,Disease,,
1,,,,1,,,Sickle_cell_anemia,hemoglobin s disease,,genetic,Yes,,,Yes,Disease,,
1,,,,1,,,Sickle_cell_anemia,hemoglobin ss disease,,genetic,Yes,,,Yes,Disease,,
1,,,,1,,,Sickle_cell_anemia,sickling disorder,,genetic,Yes,,,Yes,Disease,,
1,1,,,1,,,Skin_cancer,Skin cancer,,cancers,Yes,,,Yes,Disease,,
1,1,,,1,,,Skin_cancer,Skin cancers,,cancers,Yes,,,Yes,Disease,,
1,1,,,1,,,Skin_cancer,Skin-cancer,,cancers,Yes,,,Yes,Disease,,
1,1,,,1,,,Skin_cancer,Skin-cancers,,cancers,Yes,,,Yes,Disease,,
1,1,,,1,,,Skin_cancer,malignant melanoma,,cancers,Yes,,,Yes,Disease,,
1,1,,,1,,,Skin_cancer,melanomas,,cancers,Yes,,,Yes,Disease,,
1,1,,,1,,,Skin_cancer,Melanoma,,cancers,Yes,,,Yes,Disease,,
1,1,,,1,,,Skin_cancer,Basal cell carcinoma,,cancers,Yes,,,Yes,Disease,,
1,2,,,1,,,Social_anxiety_disorder,social anxiety disorder,,mental,Yes,,,Yes,Disease,separate from anxiety,
0,2,,,1,,,Social_anxiety_disorder,social anxiety syndrome,,mental,Yes,,,Yes,Disease,separate from anxiety,
1,2,,,2,,,Social_anxiety_disorder,social phobia,,mental,Yes,,,Yes,Disease,separate from anxiety,
1,2,,,2,,,Social_anxiety_disorder,social phobias,,mental,Yes,,,Yes,Disease,separate from anxiety,
1,,,,1,,,Spina_bifida,Spina bifida,,neurological,Yes,,,Yes,Disease,,
1,,,1,1,,,Spinal_muscular_atrophy,SMA,,genetic,Yes,,,Yes,Disease,,
1,,,1,1,1,,Spinal_muscular_atrophy,S.M.A.,,genetic,Yes,,,Yes,Disease,,
1,,,,1,,,Spinal_muscular_atrophy,Spinal muscular atrophy,,genetic,Yes,,,Yes,Disease,,
1,,,,1,,,Stroke_health,cerebrovascular disease,,behavioral,Yes,,,Yes,Disease,"Possible to disambiguate from stroke of luck, etc.? Should be possible with wordnet",
1,,,,1,,,Stroke_health,transient ischemic attack,,behavioral,Yes,,,Yes,Disease,,
1,,,,1,,,Stroke_health,cerebrovascular accident,,behavioral,Yes,,,Yes,Disease,,
1,,,,1,,,Stroke_health,Stroke,Synset('stroke.n.03'),behavioral,Yes,,,Yes,Disease,"decided not to disambiguate, was working fine as is",
1,,,,1,,,Stroke_health,Strokes,Synset('stroke.n.03'),behavioral,Yes,,,Yes,Disease,"decided not to disambiguate, was working fine as is",
1,,,,1,,,Sudden_ infant_death_syndrome,Sudden infant death syndrome,,other,Yes,,,Yes,Disease,,
1,,,1,1,,,Sudden_ infant_death_syndrome,SIDS,,other,Yes,,,Yes,Disease,,
1,,,1,1,1,,Sudden_ infant_death_syndrome,S.I.D.S.,,other,Yes,,,Yes,Disease,,
1,,,,1,,,Sudden_ infant_death_syndrome,cot death,,other,Yes,,,Yes,Disease,,
1,,,,1,,,Sudden_ infant_death_syndrome,crib death,,other,Yes,,,Yes,Disease,,
0,4,,,1,,,Syphilis,syphilitic,,stis,Yes,,,Yes,Disease,,
0,4,,,1,,,Syphilis,syphilitics,,stis,Yes,,,Yes,Disease,could be stimatizing (adjective),
1,,,,1,,,Tay_Sachs,Tay-Sachs,,genetic,Yes,,,Yes,Disease,,
1,,,,1,,,Tay_Sachs,Hexosaminidase A deficiency,,genetic,Yes,,,Yes,Disease,,
1,,,,1,,,Tay_Sachs,B variant GM2 gangliosidosis,,genetic,Yes,,,Yes,Disease,,
1,,,,1,,,Thalassemia,Cooley's Anemia,,genetic,Yes,,,Yes,Disease,,
1,,,,1,,,Thalassemia,hemoglobin bart hydrops fetalis,,genetic,Yes,,,Yes,Disease,,
1,2,,,1,,,Tourette_syndrome,vocal and multiple motor tic disorder,,neurodevelopmental,Yes,,,Yes,Disease,,
1,2,,,1,,,Tourette_syndrome,Tourettes syndrome,,neurodevelopmental,Yes,,,Yes,Disease,,
1,2,,,1,,,Tourette_syndrome,Tourette's syndrome,,neurodevelopmental,Yes,,,Yes,Disease,,
1,2,,,1,,,Tourette_syndrome,tourette syndrome,,neurodevelopmental,Yes,,,Yes,Disease,,
,,,,2,,,Tourette_syndrome,Tourette's,,neurodevelopmental,Yes,,,Yes,Disease,,
,,,,2,,,Tourette_syndrome,Tourettes,,neurodevelopmental,Yes,,,Yes,Disease,,
,,,,3,,,Tourette_syndrome,Tourette,,neurodevelopmental,Yes,,,Yes,Disease,,
1,4,,,1,,,Tuberculosis,phthisis,,infectious,Yes,,,Yes,Disease,,
1,4,,1,1,,,Tuberculosis,TB,,infectious,Yes,,,Yes,Disease,"could disambugate if needed, but I think so rare not worth it",
1,4,,1,1,1,,Tuberculosis,T.B.,,infectious,Yes,,,Yes,Disease,"could disambugate if needed, but I think so rare not worth it",
1,4,,,1,,,Tuberculosis,white plague,,infectious,Yes,,,Yes,Disease,,
1,4,1,,6,,,Tuberculosis,consumption,Synset('pulmonary_tuberculosis.n.01'),infectious,Yes,,,Yes,Disease,separate from consuming,
1,,,,1,,,Tuberous_sclerosis,Tuberous sclerosis,,genetic,Yes,,,Yes,Disease,,
1,1,,,1,,,Uterine_cancer,corpus uteri cancer,,cancers,Yes,,,Yes,Disease,,
1,1,,,1,,,Uterine_cancer,Uterine cancer,,cancers,Yes,,,Yes,Disease,,
1,1,,,1,,,Uterine_cancer,Uterine-cancer,,cancers,Yes,,,Yes,Disease,,
1,1,,,1,,,Uterine_cancer,neoplasm of corpus uteri,,cancers,Yes,,,Yes,Disease,,
1,1,,,1,,,Uterine_cancer,cancer of corpus uteri,,cancers,Yes,,,Yes,Disease,,
1,1,,,1,,,Uterine_cancer,neoplasm of uterus,,cancers,Yes,,,Yes,Disease,,
1,1,,,1,,,Uterine_cancer,cancer of uterus,,cancers,Yes,,,Yes,Disease,,
1,1,,,1,,,Uterine_cancer,uterine cancers,,cancers,Yes,,,Yes,Disease,,
0,,,,1,,,Visual_Impariment,vision loss,,visual_auditory,Yes,,,Yes,Disease,,
0,,,,1,,,Visual_Impariment,visual impairment,,visual_auditory,Yes,,,Yes,Disease,,
0,,,,1,,,Visual_Impariment,visual-impairment,,visual_auditory,Yes,,,Yes,Disease,,
0,,,,1,,,Visual_Impariment,visual-impairments,,visual_auditory,Yes,,,Yes,Disease,,
0,,,,1,,,Visual_Impariment,visual impairments,,visual_auditory,Yes,,,Yes,Disease,,
0,,,,1,,,Visual_Impariment,visually impaired,,visual_auditory,Yes,,,Yes,Disease,,
0,,1,,7,,,Visual_Impariment,blindness,Synset('blindness.n.01'),visual_auditory,Yes,,,Yes,Disease,disambiguation may be too problematic. Try with wordnet,
0,,1,,7,,,Visual_Impariment,blind,"Synset('blind.n.01'), Synset('blind.a.01')",visual_auditory,Yes,,,Yes,Disease,,
